1.000000	96.421262
2.000000	96.761977
3.000000	97.037309
4.000000	97.347517
5.000000	97.527399
6.000000	97.733074
7.000000	97.886338
8.000000	97.969989
9.000000	98.066876
10.000000	98.242001
11.000000	98.287462
12.000000	98.534076
13.000000	98.524841
14.000000	98.403005
15.000000	98.652869
16.000000	98.613107
17.000000	98.717721
18.000000	98.648048
19.000000	98.744881
20.000000	98.781682
21.000000	98.650335
22.000000	98.860282
23.000000	98.744394
24.000000	98.720082
25.000000	98.803052
26.000000	98.864366
27.000000	98.690646
28.000000	99.018778
29.000000	98.944008
30.000000	98.799031
31.000000	98.875195
32.000000	99.030633
33.000000	98.831113
34.000000	98.859334
35.000000	99.033387
36.000000	98.988100
37.000000	98.776199
38.000000	98.948933
39.000000	98.979774
40.000000	98.909764
41.000000	98.974343
42.000000	98.811000
43.000000	99.101652
44.000000	98.851678
45.000000	98.795740
46.000000	98.900033
47.000000	98.721632
48.000000	98.804312
49.000000	98.770165
50.000000	98.970401
