1.000000	0.300167
2.000000	0.266314
3.000000	0.169339
4.000000	0.140797
5.000000	0.165034
6.000000	0.107904
7.000000	0.115772
8.000000	0.067176
9.000000	0.105305
10.000000	0.069138
11.000000	0.054394
12.000000	0.111436
13.000000	0.051104
14.000000	0.019959
15.000000	0.017711
16.000000	0.056463
17.000000	0.008661
18.000000	0.055654
19.000000	0.000000
20.000000	0.022401
21.000000	0.000000
22.000000	0.034935
23.000000	0.036265
24.000000	0.020193
25.000000	0.003869
26.000000	0.000000
27.000000	0.003054
28.000000	0.000000
29.000000	0.000000
30.000000	0.030901
31.000000	0.000000
32.000000	0.004252
33.000000	0.032606
34.000000	0.011216
35.000000	0.004910
36.000000	0.025756
37.000000	0.013729
38.000000	0.011998
39.000000	0.008113
40.000000	0.033210
41.000000	0.038016
42.000000	0.000000
43.000000	0.043304
44.000000	0.020017
45.000000	0.000000
46.000000	0.021877
47.000000	0.000000
48.000000	0.010256
49.000000	0.028286
50.000000	0.000000
