1.000000	0.235420
2.000000	0.248943
3.000000	0.210425
4.000000	0.217061
5.000000	0.182424
6.000000	0.183614
7.000000	0.127604
8.000000	0.124811
9.000000	0.109585
10.000000	0.072280
11.000000	0.080824
12.000000	0.117908
13.000000	0.046733
14.000000	0.062852
15.000000	0.043448
16.000000	0.056722
17.000000	0.019110
18.000000	0.060362
19.000000	0.026495
20.000000	0.020656
21.000000	0.012585
22.000000	0.029227
23.000000	0.000396
24.000000	0.034507
25.000000	0.002482
26.000000	0.011107
27.000000	0.038582
28.000000	0.041519
29.000000	0.015573
30.000000	0.000000
31.000000	0.010497
32.000000	0.025668
33.000000	0.011795
34.000000	0.019425
35.000000	0.032245
36.000000	0.000000
37.000000	0.008957
38.000000	0.009655
39.000000	0.000000
40.000000	0.017244
41.000000	0.000000
42.000000	0.000000
43.000000	0.000000
44.000000	0.043878
45.000000	0.000000
46.000000	0.003339
47.000000	0.026199
48.000000	0.018207
49.000000	0.000000
50.000000	0.007409
