1.000000	0.297702
2.000000	0.299093
3.000000	0.252321
4.000000	0.244377
5.000000	0.194055
6.000000	0.182230
7.000000	0.157653
8.000000	0.137309
9.000000	0.156716
10.000000	0.130915
11.000000	0.109544
12.000000	0.062769
13.000000	0.067150
14.000000	0.073023
15.000000	0.076940
16.000000	0.024403
17.000000	0.069363
18.000000	0.025069
19.000000	0.018585
20.000000	0.059717
21.000000	0.023016
22.000000	0.038611
23.000000	0.048887
24.000000	0.038453
25.000000	0.002118
26.000000	0.010135
27.000000	0.007796
28.000000	0.026192
29.000000	0.023711
30.000000	0.038034
31.000000	0.025003
32.000000	0.033082
33.000000	0.009206
34.000000	0.005955
35.000000	0.000000
36.000000	0.000000
37.000000	0.000000
38.000000	0.000000
39.000000	0.040010
40.000000	0.014443
41.000000	0.010574
42.000000	0.007025
43.000000	0.000000
44.000000	0.007137
45.000000	0.029109
46.000000	0.000000
47.000000	0.000000
48.000000	0.000000
49.000000	0.001144
50.000000	0.060538
