1.000000	95.788347
2.000000	96.325674
3.000000	96.592760
4.000000	96.810538
5.000000	96.796146
6.000000	97.221229
7.000000	97.471195
8.000000	97.779878
9.000000	97.855039
10.000000	98.121011
11.000000	97.850349
12.000000	98.091550
13.000000	98.280315
14.000000	98.206252
15.000000	98.418739
16.000000	98.523246
17.000000	98.589977
18.000000	98.684335
19.000000	98.466103
20.000000	98.554902
21.000000	98.692707
22.000000	98.763149
23.000000	98.670962
24.000000	98.730132
25.000000	98.777600
26.000000	98.914185
27.000000	98.896085
28.000000	98.969656
29.000000	98.923719
30.000000	99.171953
31.000000	98.881963
32.000000	98.925728
33.000000	98.942733
34.000000	99.084392
35.000000	99.193388
36.000000	98.980482
37.000000	98.986720
38.000000	99.091143
39.000000	98.916389
40.000000	98.936402
41.000000	98.686653
42.000000	99.009974
43.000000	98.911346
44.000000	99.067408
45.000000	98.981930
46.000000	98.865192
47.000000	98.973793
48.000000	98.970595
49.000000	98.964233
50.000000	98.975254
